number,close_notes
INC1050453,"Optmizer run completed successfully and validations done.

Closing this ticket as  manual triggers will be done from Automic"
INC1049520,There are Planned order in April to June and Jacklyn has confirmed to close the ticket
INC1048024,closing ticket
INC1047748,"Yes, we can close this ticket  

From: Montero, Melissa <Melissa.Montero@ejgallo.com> 
Sent: Wednesday, March 18, 2020 8:02 AM
To: Roy, Amit <Amit.Roy@ejgallo.com>
Cc: Kumar, Ajit <Ajit.Kumar@ejgallo.com>; Patil, Akshay Sanjay <AkshaySanjay.Patil@ejgallo.com>; Bakshi, Sayan <Sayan.Bakshi@ejgallo.com>
Subject: RE: Please join the bridge - INC1047748 (9:30am)

If Ajit is aligned with closing Optimizer ticket, I am. Thanks.

From: Roy, Amit <Amit.Roy@ejgallo.com> 
Sent: Tuesday, March 17, 2020 6:31 PM
To: Montero, Melissa <Melissa.Montero@ejgallo.com>
Cc: Kumar, Ajit <Ajit.Kumar@ejgallo.com>; Patil, Akshay Sanjay <AkshaySanjay.Patil@ejgallo.com>; Bakshi, Sayan <Sayan.Bakshi@ejgallo.com>
Subject: RE: Please join the bridge - INC1047748 (9:30am)

Hi Melissa,

We has made multiple successful run of Optimizer and as discussed in today's stand up call, the Optimizer profile has been set to original by removing the Additional parameter.
Please confirm to close the ticket

Regards,
Amit Roy"
INC1046947,"Issue: IBP Supply: IBP and S4 are not in sync.  

Root Cause: Wrong Key figures referenced. 

Fix: Provided the user with the correct KFs to view"
INC1045690,This ticket is related to INC1027697.  Keeping original ticket to track continuous work and closing all related tickets.
INC1045185,CPI Job (CPIS680-SUP-TD-LOAD-REBALANCESTOQTYISSUEINBOUND) Failed due to a connection problem. Ran the job manually from Automic and was successful.
INC1044904,CPID190-DMD-TD-LOAD-AVERAGE SELLING PRICE - Job failed while running due to IBP weekly maintenance. Manual action taken
INC1044551,"Copy operator failed. ran the job manually after adjustments to the operator in processing time and the job was successful.
ORI will be triggered manually"
INC1044550,Copy operator failed. ran the job manually after adjustments to the operator in processing time and the job was successful.
INC1044546,Copy operator failed. ran the job manually after adjustments to the operator in processing time and the job was successful.
INC1044315,closing ticket
INC1044217,"Per Rajshree, ticket can be closed."
INC1043700,"issue resolved, if new occurrences, then another ticket will be open "
INC1043268,Manual action taken and job was successful. 
INC1043267,Manual action taken and job was successful.  ORI Jobs will be triggered manually
INC1041508,User confirmed
INC1039970,Change on production source header and production source item extractor was promoted which helped in getting the product planned in IBP. This helped in creating the VSF as per current process and resolved the issue.
INC1036885,Closing ticket
INC1036302,"in group 12, a copy operator failure caused the jobs to fail. 

Manual action taken and workflow resumed. 

ORI jobs will be triggered manually."
INC1036301,"Group 12, Job - Publish Demand - Step 22 - Copy operator failed in processing.

No error log present.

Ran manually and resumed workflow."
INC1036300,"Step 22 in Publish Demand Job Failed.

Manual action taken and workflow resumed."
INC1036147,"Confirmation for user that we can close ticket. DMND will be submitted for the following two items that are continuing to negatively impact the plan:
1. Remove MFG to CDC STOs that are causing excess Receipts due to process of creating STOs that pre-dating production receipts. Received approval from other SCP teams to proceed.
2. Rebalance STOs (incorporated into Inventory Correction KF) are not considered by Optimizer in replenishment plan causing additional receipts to be created before they're needed in the plan."
INC1035020,"CPIS580 Step failed due to error in CPI connection
No Error logs present in CPI.
Ran the job manually. Job was successful."
INC1034641,"Ernst Confirmed , there is no other example available"
INC1034000,"Issue: Profit Center 205000 (Mexico) had an order of 400 9L cases of SKU 04047 - La Marca 750ml 6EA- that shipped from source in Italy in January 2020

RCA: Ship-to (Customer ) was missing in the PO, due to this Shipment History was not being sent to IBP

Fix: Extracting Customer data from Sales order for ZTAS order type. Daniel confirmed on closure"
INC1033723,"Copy operator 10378 was missing in the newly activated planning area GWSACTIVE
Copy operator added to the PA
Job Run manually through template from steps 32 onwards.
Job successful."
INC1033444,"Issue - Demand is not flowing for the rework MTG scenario . Example SKU's 0500034OS & 0500034OSP. Ajit is already working on this.

Fix - Schedule daily publisaction of PIR.

Regards,
Harshad"
INC1033302,"Thanking for confirmation, will close the ticket"
INC1032756,issue has been resolved confirmed from Rajshree
INC1032743,Issue can be closed confirmed by Todd
INC1032241,"Issue: IBP Access and CPI access

Root Cause: Access request

Fix: Confirmed from user, ok to close"
INC1031180,"Hi Amit, 

Not sure if you received my comment through the ticket but the issue has been resolved. 

Thanks, 
Pablo 
"
INC1030837,This ticket is related to INC1027697.  Keeping original ticket to track continuous work and closing all related tickets.
INC1030144,Manual restart of Batch job worked 
INC1028731,Manual action taken and workflow restarted
INC1028685,Manual action taken and workflow restarted
INC1028614,Manual action taken and workflow restarted
INC1028613,Manual action taken and workflow restarted
INC1028607,Manual action taken and workflow restarted
INC1027697,Confirmed in IBP there are no products with a Frozen Horizon less than 56D.  Closing ticket.
INC1027063,user confirmed to close the ticket
INC1023799,Issue has not repeated since MRP controller change.  Closing ticket.
INC1023534,Closed by Caller
INC1023446,VSF are created for this material after changing job sequence.
INC1021308,"Can be closed, per user."
INC1021019,have taken manual action
INC1020887,"Issue: Stat Forecast not generated for PM 4935 and PM 4936 for demand state MARDC

Root Cause: Product life-cycle Management entries were not maintained (Product assignment and Forecast Dates) and the Forecast model considers the PLM so error: ""No Planning Objects need to be forecasted"" was being seen.

Fix: solution provided. Todd to implement, will validate after the weekend run(solution Provided: 1. Maintain * - wild card entry in PLM forecast dates tab.. 2: don't maintain forecast dates without product assignments). As discussed with Demand team, closing this."
INC1018973,"Action taken manually and workflow resumed

-Akshay Patil"
INC1018972,Action taken manually and workflow resumed.
INC1018675,Action taken manually and workflow resumed.
INC1017670,"Team – I just left notes in the ticket.  Major apologies, but there actually is no issue.  What we were seeing ORI was 2019 history, not 2020.  This ticket can be closed.  
Again, sorry for taking your time in researching this."
INC1016123,"Issue: Need the below setup groups added to SAP for plants 1105 & 1106
5570_WHT	5570_PNK	5570_RED
5569_WHT	5569_PNK	5569_RED
9974_WHT	9974_PNK	9974_RED
9375_WHT	9375_PNK	9375_RED
5540_WHT	5540_PNK	5540_RED
6067_WHT	6067_PNK	6067_RED
6084_WHT	6084_PNK	6084_RED
4927_WHT	4927_PNK	4927_RED

RCA: Config change.

Fix: Added the above mentioned setup groups to Plants 1105 and 1106"
INC1015717,marking ticket resolved
INC1015577,Closing ticket as this will need development work.  Logged as tech debt ENHC0013642.
INC1015397,PM 4047 @ Country UK available now.
INC1015205,Have take manual action
INC1015050,Closed by Caller
INC1014795,"User has confirmed to close the incident.

Reason - Rogue overrides are from the purge reloading process. The demand team has idetnfiied SKUs affected at VA and are correcting / removing overrides as needed."
INC1013814,Closing this Ticket as confirmed by the Caller
INC1013611,Have taken manual action 
INC1013549,Have taken manual action.
INC1012798,Issue is fixed - user has confirmed to close the incident.
INC1012449,Marked as resolved. Refer the attached confirmation mail.
INC1011737,"0500044YC is not available for 1803 customer
0500044CN is not extended to 1803, need to work on that from backend and no shipment history is available for the same. (Expected in March)

Closing this Ticket as confirmed by the Caller. Please reopen if required.
Thank You"
INC1011298,Closing ticket.  Fix will be incorporated on DMND0006236.
INC1011149,"Issue has been fixed on its own after next  day scheduled job run.

CPIS780-SUP-OUTBOUND-PIR-SUBCONPLAN - T_PIR_SUBCON_PLAN_OUTBOUND_GWSACTIVE_S4 ( Successfull)"
INC1010726,The Manual Process has worked alright and closing the ticket
INC1010471,I'm satisfied with the consistency of the daily publication and will close this ticket.
INC1010453,Regular cadence of publication.  Closing ticket.
INC1009597,Have taken manual action
INC1009596,Have taken manual action
INC1009595,Have taken manual action
INC1009527,System is up and running fine.
INC1007706,Process change for firming production to ensure FPO visibility to IBP.  Closing ticket.
INC1007014,"Met with Tim this morning.  He will request access to Fiori App TCODE for SCPE008/Master Data Maintenance Tool for Demand Planning.  Once access is granted, he will manually maintain Lot Size setting until IBP team can systematically set defaults.  Until Tim gets access Melissa will manually update setting.  Melissa will enter new DMND intake for automating default settings.  Closing ticket."
INC1005577,"Issue is resolved, hence proceeding with ticket closure."
INC1005543,Have taken manual action
INC1004965,Process change for firming to ensure IBP visibility.  closing ticket.
INC1004953,Issue is resolved - user has confirmed to close the incident.
INC1004704,Per user ticket can be closed.
INC1004549,"HI Derek

Thank You. Closing this now.

Regards
Akshay Patil"
INC1003756,Validation with user. Closing ticket.
INC1003420,"Hi Jenna,

There is a duplicate incident exist for the same issue - PM 2721, hence closing this incident to avoid any confusions.

Please use incident #INC1004953 - to track the work. Looks like - Melisa also updated her comments as well.

Regards,
Ravindran PG"
INC1003258,Have taken manual actiopn
INC1002062,Vijay confirmed with user ticket can be closed.
INC1002033,Master data updated correctly - user has confirmed to close the incident.
INC1002032,Demand team confirmed on Wednesday Ticket call that this can be closed.
INC1000874,Manual re-run
INC1000503,Manual re-run
INC1000491,Manual re-run
INC1000176,Manual re-run
INC0999334,Validated VSFs in S4 for this sku.
INC0999008,Copy operator was missed in adding to the template. 
INC0998515,Issue has not repeated since MRP controller change.  Closing ticket.
INC0997436,User has confirmed to close the incident.
INC0997240,"HI, adding the wildcard symbol to PLM, the issue of Volumes not showing  in key figures ""Shipment Forecast Country"" and ""Shipment Forecast Governing"" is resolved. "
INC0997122,Duplicate of INC0997102
INC0997102,Re-ran the job and it was successful. 
INC0995138,Manual re-run of the jobs. 
INC0994401,Closing ticket
INC0994250,"Per Mollie, ticket can be closed. "
INC0993911,Closing ticket and this will be processed as a DMND.  Scope on PGL-IBP Supply Utility project was probably too narrow to address ongoing maintenance of PTF and differentiation of PTF values per Plant/scenario.  Scope was that planners would manually maintain.
INC0992436,Per Sam's comment 
INC0992413,per Sam's comment. 
INC0992403,Per Sam's comment
INC0992387,Per Sam's comment
INC0992351,Per Sam's comment 
INC0992322,Deleted the STO deliveries. 
INC0990776,Have taken manual action
INC0989331,Have taken manual action
INC0988813,Data corrected. 
INC0988693,VSFs generating consistently.  Closing ticket.
INC0987809,have taken manual action
INC0985902,Data maintained. 
INC0985610,ticket closed
INC0983931,Data fixed and resolved per Sarah's comment.
INC0983756,"Per Sharlyn, this ticket can be closed."
INC0983484,User has confirmed to close the incident - please use ENHC0012853 to track the work at EDW end.
INC0982351,Table updated
INC0982269,Manual re-run
INC0982050,Planned outage
INC0981812,Manual re-run
INC0981811,Have taken manual action
INC0981693,Have taken manual action.
INC0981675,Have taken manual action.
INC0981665,Have taken manual action.
INC0981444,Master data auto-corrected with the PPR run this Monday. 
INC0981440,Master data auto-corrected as the PPR ran this Monday. No issue identified on the config side. 
INC0981195,Informed planner to set the advanced planning box. 
INC0980626,Failed messages in PO were identified as a result the orders were pushed down again from S4.
INC0980422,Have taken manual action
INC0980316,Have taken manual action
INC0980020,Master data auto-corrected. 
INC0979183,Have taken manual action
INC0979044,Worked after installing. 
INC0977626,Have taken manual action
INC0977549,Have taken manual action
INC0976998,"Hi Sam,

The planned order is not longer on the system - hope this is not an open issue now.. Please feel free to revert back to us in case of any issues in future.

For time being we are proceeding with ticket closure.

Regards,
Ravindran  PG"
INC0976872,marking ticket resolved
INC0976855,marking ticket resolved
INC0976540,"Issue has been resolved on its own, hence user has confirmed to close the incident."
INC0975790,Master data auto-corrected as the PPR run happened this Monday. 
INC0975789,Per Sam's comment. 
INC0975763,Please  submit new incident in case if any issue occurs in future.
INC0975562,Master data needs to be corrected. 
INC0975550,Master data auto-corrected the issue based of this Monday's PPR run. 
INC0975508,Master data - PV validity fixed
INC0975502,Material needs to be extended to 1122 plant.
INC0975295,"Alignment with Derek, Vijay and Uthaman to close this ticket.  Validation completed by business."
INC0975237,Table entry updated. 
INC0973978,Have take manual action
INC0973977,Have take manual action
INC0973745,Have take manual action
INC0973744,Completed successfully
INC0973082,Have take manual action
INC0973081,Completed successfully
INC0973051,System  is up and running fine
INC0972760,Have taken manual action
INC0972451,"as discussed with Team, we will track this Ticket as a Problem Ticket. - PRB0042920"
INC0971329,"per Derek, the data is accurate.  Incident can be closed."
INC0971182,Duplicate issues.  same as INC0971329
INC0971085,Master data
INC0970179,manual action taken
INC0968704,manual action taken
INC0968703,manual action taken
INC0968081,"Hi Sam,

We didn't hear back anything from your end, hence we are proceeding with ticket closure.

Kindly request you to reach out to us with new incident number in case of any issues.

Regards,
Ravindran PG"
INC0966853,have taken manual action
INC0966690,Have taken manual action
INC0965701,Completed successfully
INC0965700,Demand jobs completed successfully
INC0961506,"jobs are running fine, hence closing the incident."
INC0961483,"Supply weekly is going fine, hence closing the incident."
INC0961254,jobs are running fine hence closing the incident.
INC0961253,"jobs are running fine, closing the incident."
INC0961155,System is up and running fine.
INC0960608,Issue has been resolved.
INC0960560,Issue has been resolved.
INC0960544,Fix moved to Prod. 
INC0960536,Responded to Carol on the status of the STO. 
INC0960455,Missing table entry updated. 
INC0960425,"Hi Sam,

Looks like Production order 6164251 is no longer in production system, its not possible to check now.

Next time if something related to Production order issue, pls alter us ( priority incident) so that we can check on that same day and update you.

Currently we are proceeding with ticket closure, please feel free to reach out to us in case  of any queries.

Regards,
Ravindran PG"
INC0960406,"Hi Sam,

The mentioned order and issue is very old and also we didn't hear anything from you, hence proceeding with ticket closure.

Please feel free to reach out to us in case of any issues.

Regards,
Ravindran PG"
INC0960055,"Hi Todd,

There is one more incident created for the same issue by Derek , please make use of the same for future references,.

Fyip - Currently VIjay is working with Derek on the same. 

Kind Regards,
Ravindran PG"
INC0959434,Issue has been resolved.
INC0959421,Issue has been resolved.
INC0959420,Issue has been resolved.
INC0959010,Validated with POPR receipt promotion to add new PO type ZCRO to extract.  Closing ticket.
INC0958621,"Hi Sam,

Looks like  the issue is resolved and  could see the orders in PPDS and S/4. Hence I am proceeding with ticket closure to clear backlog.

Please feel free to reach out to me in case of any concerns.

Regards,
Ravindran PG"
INC0958130,Have taken manual action
INC0958106,Have taken manual  action
INC0958105,manual action taken
INC0957313,Data corrected. 
INC0956568,Have taken manual action
INC0956567,Have taken manual action
INC0956489,Have taken manual action
INC0956327,Manual re-run
INC0956252,"Have taken manual action, hence proceeding with ticket closure"
INC0954959,Issue has been resolved.
INC0954793,"Issue resolved, hence proceeding with ticket closure"
INC0954301,"From: Borba, Mariana <Mariana.Borba@ejgallo.com> 
Sent: Wednesday, December 18, 2019 5:16 AM
To: Palaniappan, Uthaman <Uthaman.Palaniappan@ejgallo.com>; PG, Ravindran <Ravindran.PG@ejgallo.com>
Cc: Yang, Renee <Renee.Yang@ejgallo.com>
Subject: RE: Incident INC0954793 has been assigned to group SAP IBP PPDS RUN

Uthaman/Ravi- it sounds like there are duplicate tickets (INC0954793 and INC0954301).  INC0954301 can be closed.

Thanks.
Mariana"
INC0954282,"One more incident is created for the same issue under the reference #INC0953981.

Please make us of the same for future reference, to avoid any confusions, we are proceeding with ticket closure.

Kindly feel free to reach out to us in case of any concerns.

Regards,
Ravindran PG"
INC0953981,"Hi ,

Hope if this is handled through P1 ticket, issues would have fixed by that time itself and also we didn't hear anything from you, hence proceeding with ticket closure.

Please feel free to reach out to us in case of any issues.

Regards,
Ravindran PG"
INC0953973,Informed Kiran that the PO type was the cause for it not pulling to IBP and eventually not coming back as VSFs. 
INC0953178,Manual re-run
INC0952582,"EDW is up and VMI batch is in progress, hence proceeding with ticket closure."
INC0950730,Completed successfully
INC0950041,No fix - as the orders as too old. Sam agreed to open new ticket as the issue recurs. 
INC0950024,Cannot be replicated. Order deleted. 
INC0948684,Issue has been resolved.
INC0948683,Issue has been resolved.
INC0948678,Issue has been resolved.
INC0948479,"Hi Sam,

Hope this issue is very old and also we didn't hear anything from you, hence proceeding with ticket closure.

Please feel free to reach out to us in case of any issues.

Regards,
Ravindran PG"
INC0947873,"Hi Derek,

Yes, INC0958675  is created by Tim for same pmPM-2669, currently its working by Data warehouse team.

For future reference we can track the issue by using incident #INC0958675. 

Regards,
Ravindran PG"
INC0947647,Fix was moved to Prod as emergency. 
INC0947059,"The key figures ""Shipment Forecast Country"" and ""Shipment Forecast Governing"" are showing volumes after specified update was made and weekend planning run was completed.

"
INC0947055,Issue resolved - Hence proceeding with ticket closure.
INC0946709,Fix moved to Prod. 
INC0944684,"System was up and running fine - False incident, hence closing the same"
INC0943398,Heursitic were executed but deployments were deferred till tomorrow (12/11). System completed the jobs on time today.
INC0942959,Issue has been resolved.
INC0942874,Issue has been resolved.
INC0942842,Issue has been resolved.
INC0942840,Issue is resolved.
INC0941046,Issue has been resolved.
INC0940943,"We have not  heard back anything on this, we are proceeding with ticket closure. 

Please feel free to  revert back to us in case of any concerns."
INC0940247,Issue has been resolved.
INC0939157,System is up and jobs have resumed running.
INC0938897,Issue has been resolved.
INC0938862,Issue has been resolved.
INC0938706,Issue has been resolved.
INC0938705,Issue has been resolved.
INC0937888,User confirmed that the setup matrix is working.
INC0937304,Subsequent load was successful. 
INC0937291,Issue has been resolved.
INC0937290,Issue has been resolved.
INC0936727,"User is not having any any live data to check now , please raise an incident when you see the next time,  Thanks"
INC0935341,"With ZCRO changes in S4 side, the Inbound interface  is pulling the volumes into IBP
Melissa has confirmed to close the ticket"
INC0933609,Missed steps from weekend run were executed. 
INC0933474,Closing as the setup groups were defined and working correctly. 
INC0932318,Job re-ran twice. Previous ticket INC0930855
INC0932173,Per Jackie's comment. 
INC0931841,Fix moved to prod and validated. 
INC0931840,Validated in PROD today.  Extremely small amount of discrepancies.  Closing ticket.
INC0930855,Job was incorrectly executed when EDW was intermittently out. 
INC0929163,Issue has been resolved.
INC0929162,Issue has been resolved.
INC0928888,System is up hence proceeding with ticket closure.
INC0928873,Issue has been resolved.
INC0928727,system is up hence proceeding with ticket closure
INC0928675,Issue has been resolved.
INC0928130,Issue has been resolved.
INC0928115,Issue has been resolved.
INC0927875,Issue has been resolved.
INC0926326,Issue has been resolved.
INC0926080,Derek confirmed that this can be closed on Wednesday Ticket review call.
INC0925868,user confirmed to close the incident.
INC0925316,"we have not heard back anything from user on this, hence proceeding with ticket closure.

Please feel free to revert back to us in case of any concerns."
INC0925302,"we have not heard back anything from user on this, hence proceeding with ticket closure.

Please feel free to revert back to us in case of any concerns."
INC0924434,Issue has been resolved.
INC0923947,Per Melissa's comment below. 
INC0923471,Master data corrected. 
INC0923121,Planning strategy set to backwards. 
INC0923042,"Issue corrected, hence proceeding with ticket closure."
INC0922638,PPDS batches completed successfully
INC0921287,Batch completed successfully
INC0921082,Completed successfully
INC0921081,Resumed the batch successfully
INC0920618,system is up after  system upgrade
INC0920570,system is up after  system upgrade
INC0920497,Batch completed successfully
INC0919558,"Hi Lynn,

We have not heard back anything from your end, hope all seems to be okay on this, hence proceeding with ticket closure.

Please revert back to us in case of any concerns.

Kind Regards,
Ravindran PG"
INC0918801,After selecting PP Planning strategy  to backward consumption - issue resolved. 
INC0918647,Master data fixed. 
INC0917814,EDW down - have taken manual action.
INC0917683,Issue is resolved.
INC0917468,Attached  email communication.  Unexplained phenomenon on 11/20 around plant 1128 Deployment Recommendations.  Permission from user to close ticket as it has reoccurred.
INC0916530,Issue has been resolved
INC0916381,Issue has been resolved.
INC0916380,Issue has been resolved.
INC0915975,Job re-ran
INC0915916,Master data fixed. 
INC0915873,Master data resolved. 
INC0915317,"Spoke with users, difficult to validate because they don't always have a ""closed"" PO to validate.  Will reopen a new ticket if they find a new instance."
INC0915188,Manual action done
INC0914762,Will look for more examples in future. 
INC0911825,Manual re-run
INC0911824,Manual re-run
INC0911742,System maintenance - Its up and running fine now.
INC0911517,Issue has been resolved.
INC0911455,Manually reran
INC0911410,Rerunning. 
INC0910613,Triggered manually through automic
INC0910448,This fix is already moved to Prod based of ticket INC0931841.
INC0910308,System working per the config of transport lot size hence dropping the production qty. Discussed with Sarah. 
INC0910184,Chris has confirmed to close ticket over teams
INC0910148,Master data fixed 
INC0909674,"Issue is resolved, hence proceeding with ticket closure."
INC0909529,manual action taken
INC0908874,Ajit provided the explanation. 
INC0908300,Comma separator maintained by the user.
INC0907871,Old STO's causing the issues. Closed and the receipts killed. 
INC0907857,System working as designed. Additional fix required to be discussed with Roger for a DMND. 
INC0907821,Master data has been corrected. 
INC0907027,CR created - DMND0006224 for implementing this fix.
INC0906244,"Hi Irene ,

We didn't hear back anything form your , assuming that there is no action required to perform  from our end, hence proceeding with ticket closure.

Regards,
Ravindran PG"
INC0906121,Issue has been resolved.
INC0906120,Issue has been resolved.
INC0906042,Issue has been resolved.
INC0906041,Issue has been resolved.
INC0905771,Issue has been resolved.
INC0905763,Issue has been resolved.
INC0905740,Issue has been resolved.
INC0905656,Master data fixed by the planner. 
INC0905611,PDS transfer might have not been done to PPDS. 
INC0905324,Fix moved to Prod. 
INC0905068,Resolution has been provided to user and the issue has been resolved.
INC0904843,SOL solution is working per the cost modeling.  Solution not satisfactory to the Business and more analysis tuning required.  This will be pursued through DMND (DMND0006236) process as planned work.
INC0904830,CR to be created. 
INC0904688,Duplicate of INC0900054
INC0904039,job completed successfully
INC0903998,JOb completed successfully
INC0901590,Closing as the issue doesn't exist anymore. 
INC0901017,Just informational. 
INC0900054,Master data corrected. 
INC0899891,"Confirmed with user, this is no longer an issue.  She is able to sign in."
INC0899715,Fix moved to Prod. 
INC0899625,"Issue has been resolved, hence proceeding with ticket closure."
INC0899410,No response on further action item. 
INC0898270,Issue has been resolved.
INC0897985,Issue has been resolved.
INC0897984,Issue has been resolved.
INC0897946,"System sheduled maintance,was up after the sheduled time."
INC0897943,Planned downtime
INC0897867,Issue has been resolved.
INC0896495,Issue has been resolved.
INC0895771,Issue has been resolved.
INC0893846,Fix moved to Prod. But subsequently identifying new issues and working on different ticket - INC0910448
INC0893817,Stopped by Robert Ceja
INC0893814,Stopped by Robert Ceja
INC0893813,Stopped by Robert Ceja
INC0893812,Stopped by Robert Ceja
INC0893811,Stopped by Robert Ceja
INC0893810,Stopped by Robert Ceja
INC0893236,"I suspect, the connectivity between Atomic and IBP got disconnected at the time and job from automic was hung ( but the same got completed in IBP).  So we have cancelled manually and tried running the successor jobs through automic which failed.

And also we were able to run jobs through automic once the Network issue fixed."
INC0893213,Issue has been resolved.
INC0893047,system is up and jobs are running fine.
INC0893026,Have taken manual action.
INC0886994,S4 sourcelist not maintained.
INC0877636,Fix moved to Prod. 
INC0876280,Ran live cache consistency check to fix the failure.
INC0875939,completed successfully
INC0875259,"Demand weekly completed successfully, hence closing the incident."
INC0875258,Demand ORI is started and running fine.
INC0874937,System is up and running fine.
INC0874916,System is up and running fine.
INC0874866,Opened to inform EDW down. But resolved now. 
INC0874083,Issue  has been resolved.
INC0874082,Issue  has been resolved.
INC0874060,Issue  has been resolved.
INC0874059,Issue  has been resolved.
INC0874015,Issue  has been resolved.
INC0873700,Issue  has been resolved.
INC0873377,Permanent fix was moved to Prod along with 1911. Requesting Rita to open a new ticket if there are any issues identified.
INC0872966,"User confirmed that the issue has been resolved,hence closing the ticket."
INC0872703,Sanjeet confirmed we can close ticket.
INC0871878,"Everything looks good, hence proceeding with ticket closure."
INC0871771,Issue has been resolved
INC0871770,Issue has been resolved.
INC0871768,Issue has been resolved.
INC0871767,Issue has been resolved.
INC0871765,Data Server Issues - SAP fixed it.
INC0871738,Data Server Issues - SAP fixed it.
INC0871039,Manually created the order. But replicating it in UAT worked fine which is a system copy. 
INC0870789,Copy operator added to the daily job
INC0869784,Issue is resolved.
INC0869754,Issue has been resolved.
INC0869753,Have taken manual action.
INC0868950,Alignment with Business that ticket can be closed.
INC0867519,Issue has been resolved.
INC0867511,"System is up and running fine, hence proceeding with ticket closure."
INC0867188,Issue has been resolved.
INC0866630,Root cause of this ticket is related to original ticket on this issue INC0873377.  Original ticket will be kept open for further investigation and solution.
INC0864944,SLT replication didn’t happen to EDW
INC0864108,Issue has been resolved.
INC0863988,Root cause of this ticket is related to original ticket on this issue INC0873377.  Original ticket will be kept open for further investigation and solution.
INC0863232,Issue has been resolved.
INC0863219,SAP will update the RCA with next notifications.
INC0862863,Issue has been resolved.
INC0862862,Issue has been resolved.
INC0862834,System is up and  working fine now.
INC0862679,Issue has been resolved.
INC0861151,Issue has been resolved.
INC0861089,Issue has been resolved.
INC0861088,Issue has been resolved.
INC0861085,Issue has been resolved.
INC0861080,"Planned maintenance - system is up now, hence closing the incident."
INC0860992,"Planned maintenance - system is up now, hence closing the incident."
INC0860695,Validated AH STOs created.  Kristina confirmed we are good to close ticket.
INC0860618,"Change #CHG0068632 moved to production, hence proceeding with ticket closure."
INC0860422,This has been added to DMND0006686  to be addressed and resolved.
INC0860167,"Configuration changes has been moved to production,hence proceeding with ticket closure."
INC0859874,data coming into IBP accurately
INC0858760,SAP fixed all the 5 leaks
INC0858634,"As suggested by SAP, After maintaining country (*) at forecast dates tab From PLM , forecast is getting generated.

We have validated the forecast result after weekly planning as well, its looks good.

Hence proceeding with ticket closure."
INC0858473,Issue has been resolved.
INC0858453,Issue has been resolved.
INC0858327,Number format had comma. Informed users.
INC0856669,DMND0006115 to be worked upon. Not a fix. Enhancement.
INC0855203,Production planning run wasn't executed which firms the order on the planning board. 
INC0855135,Country forecast was running at that time. 
INC0855095,issue has been resolved.
INC0855019,Master data fix (sales hierachy) to get the correct country description
INC0854740,Have taken manual action
INC0854739,Have taken manual action
INC0854729,System was closed for maintenance
INC0854708,Cancelled the job to avoid any memory issue.
INC0854152,Manually ran the failed by demand state wise and completed the batch.
INC0853338,"Telescopic aggregation modified from days to week instead of days, weeks and Months.  "
INC0852910,"HCI connection issue is already reported to SAP, they are working on it."
INC0852535,IBP production system restated by sap.
INC0851307,Master data fix for the routing rate suggested. 
INC0850896,"we have continuously monitored the system for couple of days, all seems to be good now. Hence proceeding with ticket closure."
INC0850351,this was due to the Optimizer running slow and it delayed all other jobs and made performance slow. It was resolve yesterday
INC0849009,Issue has been resolved.
INC0848991,Issue has been resolved.
INC0848990,Issue has been resolved.
INC0845703,Fix moved to Prod. 
INC0844565,Master data audit corrected. 
INC0843956,Issue has been resolved.
INC0843896,Issue has been resolved.
INC0842877,Master data - for the LN16 PV missing. Hence the wrong component was selected.
INC0842743,"Hi Todd,

We didn't hear back anything form your end, hence proceeding with ticket closure. 

Kindly feel free to reach out to us in case of any issues in future.

Kind Regards,
Ravindran PG"
INC0842089,Fix moved to Prod.
INC0842073,SCA team will work on this.
INC0841701,Fix moved to Prod. 
INC0841572,resolved. This was sent to Sheila's team/Kelly Nale to fix
INC0841419,Issue has been resolved.
INC0841180,Issue has been resolved.
INC0841179,Issue has been resolved.
INC0841155,Planned restart by SAP on IBP Production system. 
INC0841063,Issue has been resolved.
INC0840996,Planned restart by SAP on the IBP Production system
INC0840739,Issue has been resolved.
INC0840429,The issue was SAP running a log tracer to try to figure out why we have a memory leak. This has been turned off now and restarts will be applied during the weekend to help with the memory leaks while SAP find the root cause for that. Please close this ticket
INC0840301,Issue has been resolved.
INC0840300,Issue has been resolved.
INC0839501,Wrong assumption on the design.  No issues on the offset.  Closing ticket.
INC0839332,Issue has been resolved
INC0838865,Planned system down time
INC0838729,Issue has been resolved.
INC0838516,Issue has been resolved.
INC0838506,Issue has been resolved.
INC0838499,Issue has been resolved.
INC0838498,Issue has been resolved.
INC0837807,Master data between 2 PV was the issue.
INC0837608,"SAP switched off the logs and it resolved. Currently memory and system performance is low. 
SAP still investigating the root-cause of why the memory leak happened. "
INC0837387,Issue has been resolved.
INC0837323,Have taken manual action
INC0836691,We have taken manual action on the job failure
INC0835583,have taken manual action
INC0835562,Completed manually .
INC0835451,Master data issue resolved. 
INC0835212,manual action taken - updated demand state filters
INC0835211,Manual action taken
INC0835154,Issue has been resolved.
INC0835153,Issue has been resolved.
INC0835121,updated demand state filters
INC0834438,IBP seems to be recommending deployments per the availability of product in the plan.  Rajshree is good with closing this ticket and will create a new on if more examples occur.
INC0833577,Fix moved to Prod. 
INC0832903,Issue has been resolved.
INC0832538,3 examples of validation provided on 10/25 for STO Netting.  STO Netting and Round Down have both been validated. We are good to close this ticket.
INC0832310,Issue has been resolved.
INC0831995,Issue has been resolved.
